"","chr","start","end"
"883","2",2.18e+08,218500000
"884","2",218500000,2.19e+08
"885","2",2.19e+08,219500000
"886","2",219500000,2.2e+08
"887","2",2.2e+08,220500000
"888","2",220500000,2.21e+08
"889","2",2.21e+08,221500000
"890","2",221500000,2.22e+08
"891","2",2.22e+08,222500000
"892","2",222500000,2.23e+08
"893","2",2.23e+08,223500000
"894","2",223500000,2.24e+08
"895","2",2.24e+08,224500000
"896","2",224500000,2.25e+08
"897","2",2.25e+08,225500000
"898","2",225500000,2.26e+08
"899","2",2.26e+08,226500000
"900","2",226500000,2.27e+08
"901","2",2.27e+08,227500000
"902","2",227500000,2.28e+08
"903","2",2.28e+08,228500000
"904","2",228500000,2.29e+08
"905","2",2.29e+08,229500000
"906","2",229500000,2.3e+08
"907","2",230500000,2.31e+08
"908","2",2.31e+08,231500000
"909","2",231500000,2.32e+08
"910","2",2.32e+08,232500000
"911","2",232500000,2.33e+08
"912","2",2.33e+08,233500000
"913","2",233500000,2.34e+08
"914","2",2.34e+08,234500000
"915","2",234500000,2.35e+08
"916","2",2.35e+08,235500000
"917","2",235500000,2.36e+08
"918","2",2.36e+08,236500000
"919","2",236500000,2.37e+08
"920","2",2.37e+08,237500000
"921","2",237500000,2.38e+08
"922","2",2.38e+08,238500000
"923","2",238500000,2.39e+08
"924","2",2.39e+08,239500000
"925","2",239500000,2.4e+08
"926","2",2.4e+08,240500000
"927","2",240500000,2.41e+08
"928","2",2.41e+08,241500000
"929","2",241500000,2.42e+08
"930","2",2.42e+08,242500000
"931","2",242500000,2.43e+08
"932","3",5e+05,1e+06
"933","3",1e+06,1500000
"934","3",1500000,2e+06
"935","3",2e+06,2500000
"936","3",2500000,3e+06
"937","3",3e+06,3500000
"938","3",3500000,4e+06
"939","3",4e+06,4500000
"940","3",4500000,5e+06
"941","3",5e+06,5500000
"942","3",5500000,6e+06
"943","3",6e+06,6500000
"944","3",6500000,7e+06
"945","3",7e+06,7500000
"946","3",7500000,8e+06
"947","3",8e+06,8500000
"948","3",8500000,9e+06
"949","3",9e+06,9500000
"950","3",9500000,1e+07
"951","3",1e+07,10500000
"952","3",10500000,1.1e+07
"953","3",1.1e+07,11500000
"954","3",11500000,1.2e+07
"955","3",1.2e+07,12500000
"956","3",12500000,1.3e+07
"957","3",1.3e+07,13500000
"958","3",13500000,1.4e+07
"959","3",1.4e+07,14500000
"960","3",14500000,1.5e+07
"961","3",1.5e+07,15500000
"962","3",15500000,1.6e+07
"963","3",1.6e+07,16500000
"964","3",16500000,1.7e+07
"965","3",1.7e+07,17500000
"966","3",17500000,1.8e+07
"967","3",1.8e+07,18500000
"968","3",18500000,1.9e+07
"969","3",1.9e+07,19500000
"970","3",19500000,2e+07
"971","3",2e+07,20500000
"972","3",20500000,2.1e+07
"973","3",2.1e+07,21500000
"974","3",21500000,2.2e+07
"975","3",2.2e+07,22500000
"976","3",22500000,2.3e+07
"977","3",2.3e+07,23500000
"978","3",23500000,2.4e+07
"979","3",2.4e+07,24500000
"980","3",24500000,2.5e+07
"981","3",2.5e+07,25500000
"982","3",2.6e+07,26500000
"983","3",26500000,2.7e+07
"984","3",2.7e+07,27500000
"985","3",27500000,2.8e+07
"986","3",2.8e+07,28500000
"987","3",28500000,2.9e+07
"988","3",2.9e+07,29500000
"989","3",29500000,3e+07
"990","3",3e+07,30500000
"991","3",30500000,3.1e+07
"992","3",3.1e+07,31500000
"993","3",31500000,3.2e+07
"994","3",3.2e+07,32500000
"995","3",32500000,3.3e+07
"996","3",3.3e+07,33500000
"997","3",33500000,3.4e+07
"998","3",3.4e+07,34500000
"999","3",34500000,3.5e+07
"1000","3",3.5e+07,35500000
"1001","3",35500000,3.6e+07
"1002","3",3.6e+07,36500000
"1003","3",36500000,3.7e+07
"1004","3",3.7e+07,37500000
"1005","3",37500000,3.8e+07
"1006","3",3.8e+07,38500000
"1007","3",38500000,3.9e+07
"1008","3",3.9e+07,39500000
"1009","3",39500000,4e+07
"1010","3",4e+07,40500000
"1011","3",40500000,4.1e+07
"1012","3",4.1e+07,41500000
"1013","3",41500000,4.2e+07
"1014","3",4.2e+07,42500000
"1015","3",42500000,4.3e+07
"1016","3",4.3e+07,43500000
"1017","3",43500000,4.4e+07
"1018","3",4.4e+07,44500000
"1019","3",44500000,4.5e+07
"1020","3",4.5e+07,45500000
"1021","3",45500000,4.6e+07
"1022","3",4.6e+07,46500000
"1023","3",46500000,4.7e+07
"1024","3",4.7e+07,47500000
"1025","3",47500000,4.8e+07
"1026","3",4.8e+07,48500000
"1027","3",48500000,4.9e+07
"1028","3",4.9e+07,49500000
"1029","3",49500000,5e+07
"1030","3",5e+07,50500000
"1031","3",50500000,5.1e+07
"1032","3",5.1e+07,51500000
"1033","3",51500000,5.2e+07
"1034","3",5.2e+07,52500000
"1035","3",52500000,5.3e+07
"1036","3",5.3e+07,53500000
"1037","3",53500000,5.4e+07
"1038","3",5.4e+07,54500000
"1039","3",54500000,5.5e+07
"1040","3",5.5e+07,55500000
"1041","3",55500000,5.6e+07
"1042","3",5.6e+07,56500000
"1043","3",56500000,5.7e+07
"1044","3",5.7e+07,57500000
"1045","3",57500000,5.8e+07
"1046","3",5.8e+07,58500000
"1047","3",58500000,5.9e+07
"1048","3",5.9e+07,59500000
"1049","3",59500000,6e+07
"1050","3",6e+07,60500000
"1051","3",60500000,6.1e+07
"1052","3",6.1e+07,61500000
"1053","3",61500000,6.2e+07
"1054","3",6.2e+07,62500000
"1055","3",62500000,6.3e+07
"1056","3",6.3e+07,63500000
"1057","3",63500000,6.4e+07
"1058","3",6.4e+07,64500000
"1059","3",64500000,6.5e+07
"1060","3",6.5e+07,65500000
"1061","3",65500000,6.6e+07
"1062","3",6.6e+07,66500000
"1063","3",66500000,6.7e+07
"1064","3",6.7e+07,67500000
"1065","3",67500000,6.8e+07
"1066","3",6.8e+07,68500000
"1067","3",68500000,6.9e+07
"1068","3",6.9e+07,69500000
"1069","3",69500000,7e+07
"1070","3",7e+07,70500000
"1071","3",70500000,7.1e+07
"1072","3",7.1e+07,71500000
"1073","3",71500000,7.2e+07
"1074","3",7.2e+07,72500000
"1075","3",72500000,7.3e+07
"1076","3",73500000,7.4e+07
"1077","3",7.4e+07,74500000
"1078","3",74500000,7.5e+07
"1079","3",7.5e+07,75500000
"1080","3",7.6e+07,76500000
"1081","3",76500000,7.7e+07
"1082","3",7.7e+07,77500000
"1083","3",77500000,7.8e+07
"1084","3",7.8e+07,78500000
"1085","3",78500000,7.9e+07
"1086","3",7.9e+07,79500000
"1087","3",79500000,8e+07
"1088","3",8e+07,80500000
"1089","3",81500000,8.2e+07
"1090","3",8.2e+07,82500000
"1091","3",82500000,8.3e+07
"1092","3",8.3e+07,83500000
"1093","3",83500000,8.4e+07
"1094","3",8.4e+07,84500000
"1095","3",84500000,8.5e+07
"1096","3",8.5e+07,85500000
"1097","3",85500000,8.6e+07
"1098","3",8.6e+07,86500000
"1099","3",86500000,8.7e+07
"1100","3",8.7e+07,87500000
"1101","3",87500000,8.8e+07
"1102","3",8.8e+07,88500000
"1103","3",88500000,8.9e+07
"1104","3",8.9e+07,89500000
"1105","3",89500000,9e+07
"1106","3",9.4e+07,94500000
"1107","3",94500000,9.5e+07
"1108","3",9.5e+07,95500000
"1109","3",95500000,9.6e+07
"1110","3",96500000,9.7e+07
"1111","3",9.7e+07,97500000
"1112","3",97500000,9.8e+07
"1113","3",9.8e+07,98500000
"1114","3",98500000,9.9e+07
"1115","3",9.9e+07,99500000
"1116","3",99500000,1e+08
"1117","3",1e+08,100500000
"1118","3",100500000,1.01e+08
"1119","3",1.01e+08,101500000
"1120","3",101500000,1.02e+08
"1121","3",1.02e+08,102500000
"1122","3",102500000,1.03e+08
"1123","3",1.03e+08,103500000
"1124","3",103500000,1.04e+08
"1125","3",1.04e+08,104500000
"1126","3",104500000,1.05e+08
"1127","3",1.05e+08,105500000
"1128","3",105500000,1.06e+08
"1129","3",1.06e+08,106500000
"1130","3",106500000,1.07e+08
"1131","3",1.07e+08,107500000
"1132","3",107500000,1.08e+08
"1133","3",1.08e+08,108500000
"1134","3",108500000,1.09e+08
"1135","3",1.09e+08,109500000
"1136","3",109500000,1.1e+08
"1137","3",1.1e+08,110500000
"1138","3",110500000,1.11e+08
"1139","3",1.11e+08,111500000
"1140","3",111500000,1.12e+08
"1141","3",1.12e+08,112500000
"1142","3",112500000,1.13e+08
"1143","3",1.13e+08,113500000
"1144","3",113500000,1.14e+08
"1145","3",1.14e+08,114500000
"1146","3",114500000,1.15e+08
"1147","3",1.15e+08,115500000
"1148","3",115500000,1.16e+08
"1149","3",1.16e+08,116500000
"1150","3",116500000,1.17e+08
"1151","3",1.17e+08,117500000
"1152","3",117500000,1.18e+08
"1153","3",1.18e+08,118500000
"1154","3",118500000,1.19e+08
"1155","3",1.19e+08,119500000
"1156","3",119500000,1.2e+08
"1157","3",1.2e+08,120500000
"1158","3",120500000,1.21e+08
"1159","3",1.21e+08,121500000
"1160","3",121500000,1.22e+08
"1161","3",1.22e+08,122500000
"1162","3",122500000,1.23e+08
"1163","3",1.23e+08,123500000
"1164","3",123500000,1.24e+08
"1165","3",1.24e+08,124500000
"1166","3",124500000,1.25e+08
"1167","3",1.25e+08,125500000
"1168","3",125500000,1.26e+08
"1169","3",1.26e+08,126500000
"1170","3",126500000,1.27e+08
"1171","3",1.27e+08,127500000
"1172","3",127500000,1.28e+08
"1173","3",1.28e+08,128500000
"1174","3",128500000,1.29e+08
"1175","3",1.29e+08,129500000
"1176","3",129500000,1.3e+08
"1177","3",1.3e+08,130500000
"1178","3",130500000,1.31e+08
"1179","3",1.31e+08,131500000
"1180","3",131500000,1.32e+08
"1181","3",1.32e+08,132500000
"1182","3",132500000,1.33e+08
"1183","3",1.33e+08,133500000
"1184","3",133500000,1.34e+08
"1185","3",1.34e+08,134500000
"1186","3",134500000,1.35e+08
"1187","3",1.35e+08,135500000
"1188","3",135500000,1.36e+08
"1189","3",1.36e+08,136500000
"1190","3",136500000,1.37e+08
"1191","3",1.37e+08,137500000
"1192","3",137500000,1.38e+08
"1193","3",1.38e+08,138500000
"1194","3",138500000,1.39e+08
"1195","3",1.39e+08,139500000
"1196","3",139500000,1.4e+08
"1197","3",1.4e+08,140500000
"1198","3",140500000,1.41e+08
"1199","3",1.41e+08,141500000
"1200","3",141500000,1.42e+08
"1201","3",1.42e+08,142500000
"1202","3",142500000,1.43e+08
"1203","3",1.43e+08,143500000
"1204","3",143500000,1.44e+08
"1205","3",1.44e+08,144500000
"1206","3",144500000,1.45e+08
"1207","3",1.45e+08,145500000
"1208","3",145500000,1.46e+08
"1209","3",1.46e+08,146500000
"1210","3",146500000,1.47e+08
"1211","3",1.47e+08,147500000
"1212","3",147500000,1.48e+08
"1213","3",1.48e+08,148500000
"1214","3",148500000,1.49e+08
"1215","3",1.49e+08,149500000
"1216","3",149500000,1.5e+08
"1217","3",1.5e+08,150500000
"1218","3",150500000,1.51e+08
"1219","3",1.51e+08,151500000
"1220","3",151500000,1.52e+08
"1221","3",1.52e+08,152500000
"1222","3",152500000,1.53e+08
"1223","3",1.53e+08,153500000
"1224","3",153500000,1.54e+08
"1225","3",1.54e+08,154500000
"1226","3",154500000,1.55e+08
"1227","3",1.55e+08,155500000
"1228","3",155500000,1.56e+08
"1229","3",1.56e+08,156500000
"1230","3",156500000,1.57e+08
"1231","3",1.57e+08,157500000
"1232","3",157500000,1.58e+08
"1233","3",1.58e+08,158500000
"1234","3",158500000,1.59e+08
"1235","3",1.59e+08,159500000
"1236","3",159500000,1.6e+08
"1237","3",1.6e+08,160500000
"1238","3",1.61e+08,161500000
"1239","3",161500000,1.62e+08
"1240","3",1.62e+08,162500000
"1241","3",162500000,1.63e+08
"1242","3",1.63e+08,163500000
"1243","3",163500000,1.64e+08
"1244","3",1.64e+08,164500000
"1245","3",164500000,1.65e+08
"1246","3",1.65e+08,165500000
"1247","3",165500000,1.66e+08
"1248","3",1.66e+08,166500000
"1249","3",166500000,1.67e+08
"1250","3",1.67e+08,167500000
"1251","3",167500000,1.68e+08
"1252","3",1.68e+08,168500000
"1253","3",168500000,1.69e+08
"1254","3",1.69e+08,169500000
"1255","3",169500000,1.7e+08
"1256","3",1.7e+08,170500000
"1257","3",170500000,1.71e+08
"1258","3",1.71e+08,171500000
"1259","3",171500000,1.72e+08
"1260","3",1.72e+08,172500000
"1261","3",172500000,1.73e+08
"1262","3",1.73e+08,173500000
"1263","3",173500000,1.74e+08
"1264","3",1.74e+08,174500000
"1265","3",174500000,1.75e+08
"1266","3",1.75e+08,175500000
"1267","3",175500000,1.76e+08
"1268","3",1.76e+08,176500000
"1269","3",176500000,1.77e+08
"1270","3",1.77e+08,177500000
"1271","3",177500000,1.78e+08
"1272","3",1.78e+08,178500000
"1273","3",178500000,1.79e+08
"1274","3",1.79e+08,179500000
"1275","3",179500000,1.8e+08
"1276","3",1.8e+08,180500000
"1277","3",180500000,1.81e+08
"1278","3",1.81e+08,181500000
"1279","3",181500000,1.82e+08
"1280","3",1.82e+08,182500000
"1281","3",182500000,1.83e+08
"1282","3",1.83e+08,183500000
"1283","3",183500000,1.84e+08
"1284","3",1.84e+08,184500000
"1285","3",184500000,1.85e+08
"1286","3",1.85e+08,185500000
"1287","3",185500000,1.86e+08
"1288","3",1.86e+08,186500000
"1289","3",186500000,1.87e+08
"1290","3",1.87e+08,187500000
"1291","3",187500000,1.88e+08
"1292","3",1.88e+08,188500000
"1293","3",188500000,1.89e+08
"1294","3",1.89e+08,189500000
"1295","3",189500000,1.9e+08
"1296","3",1.9e+08,190500000
"1297","3",190500000,1.91e+08
"1298","3",1.91e+08,191500000
"1299","3",191500000,1.92e+08
"1300","3",1.92e+08,192500000
"1301","3",192500000,1.93e+08
"1302","3",1.93e+08,193500000
"1303","3",193500000,1.94e+08
"1304","3",1.94e+08,194500000
"1305","3",194500000,1.95e+08
"1306","3",1.95e+08,195500000
"1307","3",195500000,1.96e+08
"1308","3",1.96e+08,196500000
"1309","3",1.97e+08,197500000
"1310","4",5e+05,1e+06
"1311","4",1e+06,1500000
"1312","4",1500000,2e+06
"1313","4",2e+06,2500000
"1314","4",2500000,3e+06
"1315","4",3e+06,3500000
"1316","4",3500000,4e+06
"1317","4",4e+06,4500000
"1318","4",4500000,5e+06
"1319","4",5e+06,5500000
"1320","4",5500000,6e+06
"1321","4",6e+06,6500000
"1322","4",6500000,7e+06
"1323","4",7e+06,7500000
"1324","4",7500000,8e+06
"1325","4",8e+06,8500000
"1326","4",8500000,9e+06
"1327","4",9e+06,9500000
"1328","4",9500000,1e+07
"1329","4",1e+07,10500000
"1330","4",10500000,1.1e+07
"1331","4",1.1e+07,11500000
"1332","4",11500000,1.2e+07
"1333","4",1.3e+07,13500000
"1334","4",13500000,1.4e+07
"1335","4",1.4e+07,14500000
"1336","4",14500000,1.5e+07
"1337","4",1.5e+07,15500000
"1338","4",15500000,1.6e+07
"1339","4",1.6e+07,16500000
"1340","4",16500000,1.7e+07
"1341","4",1.7e+07,17500000
"1342","4",17500000,1.8e+07
"1343","4",1.8e+07,18500000
"1344","4",18500000,1.9e+07
"1345","4",1.9e+07,19500000
"1346","4",19500000,2e+07
"1347","4",2e+07,20500000
"1348","4",20500000,2.1e+07
"1349","4",2.1e+07,21500000
"1350","4",2.2e+07,22500000
"1351","4",22500000,2.3e+07
"1352","4",2.3e+07,23500000
"1353","4",23500000,2.4e+07
"1354","4",2.4e+07,24500000
"1355","4",24500000,2.5e+07
"1356","4",2.5e+07,25500000
"1357","4",25500000,2.6e+07
"1358","4",2.6e+07,26500000
"1359","4",26500000,2.7e+07
"1360","4",2.7e+07,27500000
"1361","4",2.8e+07,28500000
"1362","4",28500000,2.9e+07
"1363","4",2.9e+07,29500000
"1364","4",29500000,3e+07
"1365","4",3e+07,30500000
"1366","4",30500000,3.1e+07
"1367","4",3.1e+07,31500000
"1368","4",31500000,3.2e+07
"1369","4",3.2e+07,32500000
"1370","4",32500000,3.3e+07
"1371","4",3.3e+07,33500000
"1372","4",33500000,3.4e+07
"1373","4",3.4e+07,34500000
"1374","4",34500000,3.5e+07
"1375","4",3.5e+07,35500000
"1376","4",35500000,3.6e+07
"1377","4",3.6e+07,36500000
"1378","4",36500000,3.7e+07
"1379","4",3.7e+07,37500000
"1380","4",37500000,3.8e+07
"1381","4",3.8e+07,38500000
"1382","4",38500000,3.9e+07
"1383","4",3.9e+07,39500000
"1384","4",39500000,4e+07
"1385","4",4e+07,40500000
"1386","4",40500000,4.1e+07
"1387","4",4.1e+07,41500000
"1388","4",41500000,4.2e+07
"1389","4",4.2e+07,42500000
"1390","4",42500000,4.3e+07
"1391","4",4.3e+07,43500000
"1392","4",43500000,4.4e+07
"1393","4",4.4e+07,44500000
"1394","4",44500000,4.5e+07
"1395","4",4.5e+07,45500000
"1396","4",45500000,4.6e+07
"1397","4",4.6e+07,46500000
"1398","4",46500000,4.7e+07
"1399","4",4.7e+07,47500000
"1400","4",4.8e+07,48500000
"1401","4",48500000,4.9e+07
"1402","4",5.3e+07,53500000
"1403","4",53500000,5.4e+07
"1404","4",5.4e+07,54500000
"1405","4",54500000,5.5e+07
"1406","4",5.5e+07,55500000
"1407","4",55500000,5.6e+07
"1408","4",56500000,5.7e+07
"1409","4",5.7e+07,57500000
"1410","4",57500000,5.8e+07
"1411","4",5.8e+07,58500000
"1412","4",58500000,5.9e+07
"1413","4",5.9e+07,59500000
"1414","4",59500000,6e+07
"1415","4",6e+07,60500000
"1416","4",60500000,6.1e+07
"1417","4",6.1e+07,61500000
"1418","4",61500000,6.2e+07
"1419","4",6.2e+07,62500000
"1420","4",62500000,6.3e+07
"1421","4",6.3e+07,63500000
"1422","4",63500000,6.4e+07
"1423","4",6.4e+07,64500000
"1424","4",64500000,6.5e+07
"1425","4",65500000,6.6e+07
"1426","4",6.6e+07,66500000
"1427","4",66500000,6.7e+07
"1428","4",6.7e+07,67500000
"1429","4",67500000,6.8e+07
"1430","4",68500000,6.9e+07
"1431","4",6.9e+07,69500000
"1432","4",69500000,7e+07
"1433","4",70500000,7.1e+07
"1434","4",7.1e+07,71500000
"1435","4",71500000,7.2e+07
"1436","4",7.2e+07,72500000
"1437","4",72500000,7.3e+07
"1438","4",7.3e+07,73500000
"1439","4",73500000,7.4e+07
"1440","4",7.4e+07,74500000
"1441","4",74500000,7.5e+07
"1442","4",7.5e+07,75500000
"1443","4",75500000,7.6e+07
"1444","4",7.6e+07,76500000
"1445","4",7.7e+07,77500000
"1446","4",77500000,7.8e+07
"1447","4",7.8e+07,78500000
"1448","4",7.9e+07,79500000
"1449","4",79500000,8e+07
"1450","4",8e+07,80500000
"1451","4",80500000,8.1e+07
"1452","4",8.1e+07,81500000
"1453","4",81500000,8.2e+07
"1454","4",8.2e+07,82500000
"1455","4",82500000,8.3e+07
"1456","4",8.3e+07,83500000
"1457","4",83500000,8.4e+07
"1458","4",8.4e+07,84500000
"1459","4",84500000,8.5e+07
"1460","4",8.5e+07,85500000
"1461","4",85500000,8.6e+07
"1462","4",8.6e+07,86500000
"1463","4",86500000,8.7e+07
"1464","4",8.7e+07,87500000
"1465","4",87500000,8.8e+07
"1466","4",8.8e+07,88500000
"1467","4",88500000,8.9e+07
"1468","4",8.9e+07,89500000
"1469","4",89500000,9e+07
"1470","4",9e+07,90500000
"1471","4",90500000,9.1e+07
"1472","4",9.1e+07,91500000
"1473","4",91500000,9.2e+07
"1474","4",9.2e+07,92500000
"1475","4",92500000,9.3e+07
"1476","4",9.3e+07,93500000
"1477","4",93500000,9.4e+07
"1478","4",9.4e+07,94500000
"1479","4",94500000,9.5e+07
"1480","4",9.5e+07,95500000
"1481","4",95500000,9.6e+07
"1482","4",9.6e+07,96500000
"1483","4",96500000,9.7e+07
"1484","4",9.7e+07,97500000
"1485","4",97500000,9.8e+07
"1486","4",9.8e+07,98500000
"1487","4",98500000,9.9e+07
"1488","4",9.9e+07,99500000
"1489","4",99500000,1e+08
"1490","4",1e+08,100500000
"1491","4",100500000,1.01e+08
"1492","4",1.01e+08,101500000
"1493","4",101500000,1.02e+08
"1494","4",1.02e+08,102500000
"1495","4",102500000,1.03e+08
"1496","4",1.03e+08,103500000
"1497","4",103500000,1.04e+08
"1498","4",1.04e+08,104500000
"1499","4",104500000,1.05e+08
"1500","4",1.05e+08,105500000
"1501","4",105500000,1.06e+08
"1502","4",1.06e+08,106500000
"1503","4",106500000,1.07e+08
"1504","4",1.07e+08,107500000
"1505","4",107500000,1.08e+08
"1506","4",1.08e+08,108500000
"1507","4",108500000,1.09e+08
"1508","4",1.09e+08,109500000
"1509","4",109500000,1.1e+08
"1510","4",1.1e+08,110500000
"1511","4",110500000,1.11e+08
"1512","4",1.11e+08,111500000
"1513","4",111500000,1.12e+08
"1514","4",1.12e+08,112500000
"1515","4",112500000,1.13e+08
"1516","4",1.13e+08,113500000
"1517","4",113500000,1.14e+08
"1518","4",1.14e+08,114500000
"1519","4",114500000,1.15e+08
"1520","4",1.15e+08,115500000
"1521","4",115500000,1.16e+08
"1522","4",1.16e+08,116500000
"1523","4",116500000,1.17e+08
"1524","4",1.17e+08,117500000
"1525","4",117500000,1.18e+08
"1526","4",1.18e+08,118500000
"1527","4",118500000,1.19e+08
"1528","4",1.19e+08,119500000
"1529","4",119500000,1.2e+08
"1530","4",1.2e+08,120500000
"1531","4",120500000,1.21e+08
"1532","4",1.21e+08,121500000
"1533","4",121500000,1.22e+08
"1534","4",1.22e+08,122500000
"1535","4",122500000,1.23e+08
"1536","4",1.23e+08,123500000
"1537","4",123500000,1.24e+08
"1538","4",1.24e+08,124500000
"1539","4",124500000,1.25e+08
"1540","4",1.25e+08,125500000
"1541","4",125500000,1.26e+08
"1542","4",1.26e+08,126500000
"1543","4",126500000,1.27e+08
"1544","4",1.27e+08,127500000
"1545","4",127500000,1.28e+08
"1546","4",1.28e+08,128500000
"1547","4",128500000,1.29e+08
"1548","4",1.29e+08,129500000
"1549","4",129500000,1.3e+08
"1550","4",1.3e+08,130500000
"1551","4",130500000,1.31e+08
"1552","4",1.31e+08,131500000
"1553","4",131500000,1.32e+08
"1554","4",1.32e+08,132500000
"1555","4",132500000,1.33e+08
"1556","4",1.33e+08,133500000
"1557","4",133500000,1.34e+08
"1558","4",1.34e+08,134500000
"1559","4",134500000,1.35e+08
"1560","4",1.35e+08,135500000
"1561","4",135500000,1.36e+08
"1562","4",1.36e+08,136500000
"1563","4",136500000,1.37e+08
"1564","4",1.37e+08,137500000
"1565","4",137500000,1.38e+08
"1566","4",1.38e+08,138500000
"1567","4",138500000,1.39e+08
"1568","4",1.39e+08,139500000
"1569","4",139500000,1.4e+08
"1570","4",1.4e+08,140500000
"1571","4",140500000,1.41e+08
"1572","4",1.41e+08,141500000
"1573","4",141500000,1.42e+08
"1574","4",1.42e+08,142500000
"1575","4",142500000,1.43e+08
"1576","4",1.43e+08,143500000
"1577","4",143500000,1.44e+08
"1578","4",1.44e+08,144500000
"1579","4",144500000,1.45e+08
"1580","4",1.45e+08,145500000
"1581","4",145500000,1.46e+08
"1582","4",1.46e+08,146500000
"1583","4",146500000,1.47e+08
"1584","4",1.47e+08,147500000
"1585","4",147500000,1.48e+08
"1586","4",1.48e+08,148500000
"1587","4",148500000,1.49e+08
"1588","4",1.49e+08,149500000
"1589","4",149500000,1.5e+08
"1590","4",1.5e+08,150500000
"1591","4",150500000,1.51e+08
"1592","4",1.51e+08,151500000
"1593","4",151500000,1.52e+08
"1594","4",1.52e+08,152500000
"1595","4",152500000,1.53e+08
"1596","4",1.53e+08,153500000
"1597","4",153500000,1.54e+08
"1598","4",1.54e+08,154500000
"1599","4",154500000,1.55e+08
"1600","4",1.55e+08,155500000
"1601","4",155500000,1.56e+08
"1602","4",156500000,1.57e+08
"1603","4",1.57e+08,157500000
"1604","4",157500000,1.58e+08
"1605","4",1.58e+08,158500000
"1606","4",158500000,1.59e+08
"1607","4",1.59e+08,159500000
"1608","4",159500000,1.6e+08
"1609","4",1.6e+08,160500000
"1610","4",160500000,1.61e+08
"1611","4",1.61e+08,161500000
"1612","4",161500000,1.62e+08
"1613","4",1.62e+08,162500000
"1614","4",162500000,1.63e+08
"1615","4",163500000,1.64e+08
"1616","4",1.64e+08,164500000
"1617","4",164500000,1.65e+08
"1618","4",1.65e+08,165500000
"1619","4",165500000,1.66e+08
"1620","4",1.66e+08,166500000
"1621","4",166500000,1.67e+08
"1622","4",1.67e+08,167500000
"1623","4",167500000,1.68e+08
"1624","4",1.68e+08,168500000
"1625","4",168500000,1.69e+08
"1626","4",1.69e+08,169500000
"1627","4",169500000,1.7e+08
"1628","4",1.7e+08,170500000
"1629","4",170500000,1.71e+08
"1630","4",1.71e+08,171500000
"1631","4",171500000,1.72e+08
"1632","4",1.72e+08,172500000
"1633","4",172500000,1.73e+08
"1634","4",1.73e+08,173500000
"1635","4",173500000,1.74e+08
"1636","4",1.74e+08,174500000
"1637","4",174500000,1.75e+08
"1638","4",1.75e+08,175500000
"1639","4",175500000,1.76e+08
"1640","4",1.76e+08,176500000
"1641","4",176500000,1.77e+08
"1642","4",1.77e+08,177500000
"1643","4",177500000,1.78e+08
"1644","4",1.78e+08,178500000
"1645","4",178500000,1.79e+08
"1646","4",1.79e+08,179500000
"1647","4",179500000,1.8e+08
"1648","4",1.8e+08,180500000
"1649","4",180500000,1.81e+08
"1650","4",1.81e+08,181500000
"1651","4",181500000,1.82e+08
"1652","4",1.82e+08,182500000
"1653","4",182500000,1.83e+08
"1654","4",1.83e+08,183500000
"1655","4",183500000,1.84e+08
"1656","4",1.84e+08,184500000
"1657","4",184500000,1.85e+08
"1658","4",1.85e+08,185500000
"1659","4",185500000,1.86e+08
"1660","4",1.86e+08,186500000
"1661","4",186500000,1.87e+08
"1662","4",1.87e+08,187500000
"1663","4",187500000,1.88e+08
"1664","4",1.88e+08,188500000
"1665","4",188500000,1.89e+08
"1666","4",1.89e+08,189500000
"1667","4",189500000,1.9e+08
"1668","5",5e+05,1e+06
"1669","5",1e+06,1500000
"1670","5",1500000,2e+06
"1671","5",2e+06,2500000
"1672","5",2500000,3e+06
"1673","5",3e+06,3500000
"1674","5",3500000,4e+06
"1675","5",4e+06,4500000
"1676","5",4500000,5e+06
"1677","5",5e+06,5500000
"1678","5",5500000,6e+06
"1679","5",6e+06,6500000
"1680","5",6500000,7e+06
"1681","5",7e+06,7500000
"1682","5",7500000,8e+06
"1683","5",8e+06,8500000
"1684","5",8500000,9e+06
"1685","5",9e+06,9500000
"1686","5",9500000,1e+07
"1687","5",1e+07,10500000
"1688","5",10500000,1.1e+07
"1689","5",1.1e+07,11500000
"1690","5",11500000,1.2e+07
"1691","5",1.2e+07,12500000
"1692","5",12500000,1.3e+07
"1693","5",1.3e+07,13500000
"1694","5",13500000,1.4e+07
"1695","5",1.4e+07,14500000
"1696","5",14500000,1.5e+07
"1697","5",1.5e+07,15500000
"1698","5",15500000,1.6e+07
"1699","5",1.6e+07,16500000
"1700","5",16500000,1.7e+07
"1701","5",1.7e+07,17500000
"1702","5",1.8e+07,18500000
"1703","5",18500000,1.9e+07
"1704","5",1.9e+07,19500000
"1705","5",19500000,2e+07
"1706","5",2e+07,20500000
"1707","5",20500000,2.1e+07
"1708","5",21500000,2.2e+07
"1709","5",2.2e+07,22500000
"1710","5",22500000,2.3e+07
"1711","5",2.3e+07,23500000
"1712","5",23500000,2.4e+07
"1713","5",2.4e+07,24500000
"1714","5",24500000,2.5e+07
"1715","5",2.5e+07,25500000
"1716","5",25500000,2.6e+07
"1717","5",2.6e+07,26500000
"1718","5",26500000,2.7e+07
"1719","5",2.7e+07,27500000
"1720","5",27500000,2.8e+07
"1721","5",2.8e+07,28500000
"1722","5",28500000,2.9e+07
